 741          	               27.0019      	               2            	               2048         	               741          	               1            	               256 
Header:       	              iwavelength   	              Frequency     	              NumberOfCycles              	              Record Length 	              PointsPerCycle              	              BWReduction   	              Averages
Time(s)       	              X Field(A/m)  	              Y Field (A/m) 	              Kerr (V)      	              Ref (V)       	              Processed
-1.310497E-03               	              -22404.42     	              -71.90143     	               2.051478E-02               	               5.727657E-04               	               15.18094 
-1.260497E-03               	              -22630.76     	              -69.2384      	               2.047172E-02               	               5.727657E-04               	               15.14907 
-1.210497E-03               	              -22855.25     	              -66.57538     	               2.043449E-02               	               5.727657E-04               	               15.12152 
-1.160497E-03               	              -23077.91     	              -63.91235     	               0.0203954    	               5.663306E-04               	               14.92303 
-1.110497E-03               	              -23298.77     	              -61.62109     	               2.035957E-02               	               5.727657E-04               	               15.06608 
-1.060497E-03               	              -23517.85     	              -58.95807     	               2.032442E-02               	               5.663306E-04               	               14.87109 
-1.010497E-03               	              -23735.15     	              -56.29504     	               2.027835E-02               	               5.727657E-04               	               15.00598 
-9.604972E-04               	              -23950.68     	              -53.63202     	               2.023425E-02               	               5.663306E-04               	               14.80511 
-9.104973E-04               	              -24164.46     	              -50.96899     	               2.019726E-02               	               5.727657E-04               	               14.94597 
-8.604972E-04               	              -24376.39     	              -48.30597     	               2.015836E-02               	               5.727657E-04               	               14.91718 
-8.104973E-04               	              -24586.32     	              -45.64294     	               2.012917E-02               	               5.663306E-04               	               14.72823 
-7.604972E-04               	              -24794.34     	              -42.97992     	               2.009034E-02               	               5.663306E-04               	               14.69982 
-7.104973E-04               	              -25000.35     	              -40.31689     	               2.005346E-02               	               5.663306E-04               	               14.67284 
-6.604972E-04               	              -25204.47     	              -37.65387     	               2.002241E-02               	               5.727657E-04               	               14.81658 
-6.104973E-04               	              -25406.62     	              -34.99084     	               1.999331E-02               	               5.663306E-04               	               14.62882 
-5.604973E-04               	              -25606.77     	              -32.32782     	               1.995841E-02               	               5.727657E-04               	               14.76922 
-5.104973E-04               	              -25804.96     	              -29.66479     	               0.0199319    	               5.727657E-04               	               14.74961 
-4.604972E-04               	              -26001.22     	              -27.00177     	               1.989315E-02               	               5.727657E-04               	               14.72093 
-4.104972E-04               	              -26195.56     	              -24.33875     	               1.985505E-02               	               5.727657E-04               	               14.69273 
-3.604972E-04               	              -26387.88     	              -22.04749     	               1.982532E-02               	               5.727657E-04               	               14.67073 
-3.104972E-04               	              -26578.23     	              -19.38446     	               1.980525E-02               	               5.727657E-04               	               14.65589 
-2.604973E-04               	              -26766.59     	              -16.72144     	               1.977164E-02               	               5.727657E-04               	               14.63101 
-2.104973E-04               	              -26952.96     	              -14.43018     	               1.974252E-02               	               5.727657E-04               	               14.60947 
-1.604972E-04               	              -27137.35     	              -11.76715     	               1.972048E-02               	               5.792009E-04               	               14.75711 
-1.104973E-04               	              -27319.6      	              -9.104126     	               1.968875E-02               	               5.792009E-04               	               14.73337 
-6.049726E-05               	              -27499.7      	              -6.812866     	               1.966538E-02               	               5.727657E-04               	               14.55238 
-1.049726E-05               	              -27677.63     	              -4.149841     	               1.963749E-02               	               5.727657E-04               	               14.53174 
 3.950275E-05               	              -27853.44     	              -1.858582     	               1.961922E-02               	               5.727657E-04               	               14.51822 
 8.950275E-05               	              -28027.17     	               0.8044434    	               1.960157E-02               	               5.792009E-04               	               14.66813 
 1.395028E-04               	              -28198.86     	               3.467468     	               1.957421E-02               	               5.792009E-04               	               14.64766 
 1.895027E-04               	              -28368.47     	               5.758728     	               1.954873E-02               	               5.792009E-04               	               14.62859 
 2.395027E-04               	              -28535.87     	               8.049988     	               1.953547E-02               	               5.792009E-04               	               14.61867 
 2.895028E-04               	              -28701.02     	               10.34125     	               1.952538E-02               	               5.792009E-04               	               14.61111 
 3.395027E-04               	              -28864.07     	               12.63251     	               1.949139E-02               	               5.792009E-04               	               14.58568 
 3.895027E-04               	              -29024.92     	               15.29553     	               1.948118E-02               	               5.792009E-04               	               14.57804 
 4.395027E-04               	              -29183.52     	               17.95856     	               1.947286E-02               	               5.792009E-04               	               14.57182 
 4.895027E-04               	              -29339.94     	               20.24982     	               1.945222E-02               	               5.792009E-04               	               14.55637 
 5.395028E-04               	              -29494.29     	               22.54108     	               0.0194386    	               5.792009E-04               	               14.54618 
 5.895027E-04               	              -29646.5      	               24.46057     	               1.942812E-02               	               5.792009E-04               	               14.53834 
 6.395028E-04               	              -29796.54     	               26.75183     	               1.941047E-02               	               5.85636E-04  	               14.68651 
 6.895027E-04               	              -29944.32     	               28.67133     	               1.940241E-02               	               5.792009E-04               	               14.5191 
 7.395027E-04               	              -30089.95     	               30.59082     	               1.939361E-02               	               5.792009E-04               	               14.51251 
 7.895028E-04               	              -30233.4      	               32.51031     	               1.935829E-02               	               5.792009E-04               	               14.48608 
 8.395027E-04               	              -30374.74     	               34.42981     	               1.935574E-02               	               5.85636E-04  	               14.6451 
 8.895028E-04               	              -30513.98     	               36.3493      	               1.935373E-02               	               5.792009E-04               	               14.48267 
 9.395027E-04               	              -30651.01     	               38.2688      	               1.934194E-02               	               5.792009E-04               	               14.47384 
 9.895028E-04               	              -30785.91     	               40.18829     	               1.933713E-02               	               5.792009E-04               	               14.47024 
 1.039503E-03               	              -30918.79     	               42.10779     	               1.933282E-02               	               5.792009E-04               	               14.46702 
 1.089503E-03               	              -31049.54     	               44.02728     	               1.933162E-02               	               5.792009E-04               	               14.46612 
 1.139503E-03               	              -31178.09     	               45.94678     	               1.933352E-02               	               5.792009E-04               	               14.46754 
 1.189503E-03               	              -31304.42     	               47.86627     	               0.0193153    	               5.792009E-04               	               14.45391 
 1.239503E-03               	              -31428.48     	               49.78578     	               1.930919E-02               	               5.792009E-04               	               14.44934 
 1.289503E-03               	              -31550.13     	               51.70529     	               1.932035E-02               	               5.792009E-04               	               14.45769 
 1.339503E-03               	              -31669.53     	               53.6248      	               1.931783E-02               	               5.792009E-04               	               14.45581 
 1.389503E-03               	              -31786.84     	               55.54431     	               1.931064E-02               	               5.727657E-04               	               14.28988 
 1.439503E-03               	              -31902.04     	               57.46382     	               1.931166E-02               	               5.792009E-04               	               14.45119 
 1.489503E-03               	              -32015.1      	               59.38333     	               1.930672E-02               	               5.792009E-04               	               14.44749 
 1.539503E-03               	              -32126.14     	               61.30284     	               1.930999E-02               	               5.792009E-04               	               14.44994 
 1.589503E-03               	              -32235.13     	               63.22235     	               1.930727E-02               	               5.792009E-04               	               14.4479 
 1.639503E-03               	              -32341.98     	               65.14186     	               1.931917E-02               	               5.792009E-04               	               14.45681 
 1.689503E-03               	              -32446.63     	               67.06137     	               1.931996E-02               	               5.792009E-04               	               14.4574 
 1.739503E-03               	              -32549.06     	               68.60912     	               1.932248E-02               	               5.792009E-04               	               14.45928 
 1.789503E-03               	              -32649.3      	               70.52863     	               1.932673E-02               	               5.792009E-04               	               14.46247 
 1.839503E-03               	              -32747.32     	               72.44814     	               1.933144E-02               	               5.792009E-04               	               14.46599 
 1.889503E-03               	              -32843.13     	               74.36765     	               1.934559E-02               	               5.792009E-04               	               14.47658 
 1.939503E-03               	              -32936.66     	               76.28716     	               1.933442E-02               	               5.792009E-04               	               14.46822 
 1.989503E-03               	              -33027.98     	               78.20667     	               1.934301E-02               	               5.792009E-04               	               14.47465 
 2.039503E-03               	              -33117.06     	               80.12617     	               0.0193533    	               5.792009E-04               	               14.48235 
 2.089503E-03               	              -33203.81     	               82.04568     	               1.936015E-02               	               5.792009E-04               	               14.48747 
 2.139503E-03               	              -33288.3      	               83.96519     	               1.937386E-02               	               5.792009E-04               	               14.49773 
 2.189503E-03               	              -33370.71     	               85.8847      	               1.938024E-02               	               5.792009E-04               	               14.5025 
 2.239503E-03               	              -33450.95     	               87.80421     	               1.938958E-02               	               5.792009E-04               	               14.5095 
 2.289503E-03               	              -33528.94     	               89.72372     	               1.940577E-02               	               5.792009E-04               	               14.52162 
 2.339503E-03               	              -33604.68     	               92.015       	               1.942107E-02               	               5.792009E-04               	               14.53306 
 2.389503E-03               	              -33678.16     	               93.93451     	               1.943546E-02               	               5.727657E-04               	               14.38224 
 2.439503E-03               	              -33749.39     	               95.85402     	               1.944507E-02               	               5.792009E-04               	               14.55102 
 2.489503E-03               	              -33818.35     	               97.77353     	               1.945248E-02               	               5.792009E-04               	               14.55657 
 2.539503E-03               	              -33884.92     	               99.69304     	               1.946671E-02               	               5.727657E-04               	               14.40536 
 2.589503E-03               	              -33949.18     	               101.6125     	               1.948388E-02               	               5.792009E-04               	               14.58006 
 2.639503E-03               	              -34011.3      	               103.5321     	               1.949368E-02               	               5.792009E-04               	               14.58739 
 2.689503E-03               	              -34071.25     	               105.4516     	               1.950897E-02               	               5.792009E-04               	               14.59884 
 2.739503E-03               	              -34128.91     	               107.3711     	               1.952332E-02               	               5.792009E-04               	               14.60957 
 2.789503E-03               	              -34184.38     	               109.2906     	               1.954187E-02               	               5.792009E-04               	               14.62346 
 2.839503E-03               	              -34237.57     	               111.2101     	               1.955432E-02               	               5.792009E-04               	               14.63278 
 2.889503E-03               	              -34288.46     	               113.1296     	               1.958127E-02               	               5.792009E-04               	               14.65294 
 2.939503E-03               	              -34337.08     	               115.0491     	               1.959437E-02               	               5.792009E-04               	               14.66274 
 2.989503E-03               	              -34383.43     	               116.9686     	               1.961293E-02               	               5.727657E-04               	               14.51357 
 3.039503E-03               	              -34427.58     	               118.8881     	               1.962537E-02               	               5.792009E-04               	               14.68594 
 3.089503E-03               	              -34469.55     	               120.8076     	               1.964713E-02               	               5.727657E-04               	               14.53888 
 3.139503E-03               	              -34509.42     	               122.3554     	               1.967304E-02               	               5.727657E-04               	               14.55805 
 3.189503E-03               	              -34547.19     	               124.2749     	               1.969022E-02               	               5.792009E-04               	               14.73447 
 3.239503E-03               	              -34582.8      	               125.8226     	               1.972057E-02               	               5.727657E-04               	               14.59322 
 3.289503E-03               	              -34616.36     	               127.7422     	               1.972928E-02               	               5.727657E-04               	               14.59966 
 3.339503E-03               	              -34647.81     	               129.6617     	               1.975501E-02               	               5.663306E-04               	               14.45447 
 3.389503E-03               	              -34677.05     	               131.5812     	               1.977842E-02               	               5.727657E-04               	               14.63603 
 3.439503E-03               	              -34704.14     	               133.1289     	               1.980855E-02               	               5.727657E-04               	               14.65833 
 3.489503E-03               	              -34729.25     	               134.3049     	               1.982344E-02               	               5.792009E-04               	               14.83416 
 3.539503E-03               	              -34752.22     	               136.2244     	               1.983343E-02               	               5.792009E-04               	               14.84164 
 3.589503E-03               	              -34773.02     	               137.4004     	               1.986944E-02               	               5.792009E-04               	               14.86858 
 3.639503E-03               	              -34791.71     	               138.5764     	               1.989279E-02               	               5.792009E-04               	               14.88606 
 3.689503E-03               	              -34808.29     	               139.7523     	               1.991894E-02               	               5.727657E-04               	               14.74002 
 3.739503E-03               	              -34822.84     	               141.3001     	               1.995176E-02               	               5.792009E-04               	               14.93018 
 3.789503E-03               	              -34835.38     	               142.4761     	               1.996674E-02               	               5.792009E-04               	               14.94139 
 3.839503E-03               	              -34845.86     	               143.6521     	               1.999609E-02               	               5.792009E-04               	               14.96336 
 3.889503E-03               	              -34854.14     	               144.828      	               2.002051E-02               	               5.792009E-04               	               14.98163 
 3.939503E-03               	              -34860.36     	               146.7475     	               2.003867E-02               	               5.792009E-04               	               14.99522 
 3.989503E-03               	              -34864.56     	               148.6671     	               2.007119E-02               	               5.792009E-04               	               15.01955 
 4.039503E-03               	              -34866.68     	               150.5866     	               2.010389E-02               	               5.792009E-04               	               15.04403 
 4.089503E-03               	              -34866.66     	               152.5061     	               2.013033E-02               	               5.792009E-04               	               15.06381 
 4.139503E-03               	              -34864.56     	               154.4256     	               2.015694E-02               	               5.85636E-04  	               15.25131 
 4.189503E-03               	              -34860.31     	               156.3451     	               0.0201863    	               5.85636E-04  	               15.27352 
 4.239503E-03               	              -34854.06     	               158.2646     	               2.021322E-02               	               5.85636E-04  	               15.29389 
 4.289503E-03               	              -34845.68     	               160.1841     	               2.024418E-02               	               5.920712E-04               	               15.48563 
 4.339503E-03               	              -34835.17     	               162.1036     	               2.028301E-02               	               5.85636E-04  	               15.34669 
 4.389503E-03               	              -34822.57     	               164.0231     	               2.031424E-02               	               5.920712E-04               	               15.53922 
 4.439503E-03               	              -34807.83     	               165.9426     	               2.033788E-02               	               5.920712E-04               	               15.55731 
 4.489503E-03               	              -34791.02     	               167.8622     	               2.037455E-02               	               5.920712E-04               	               15.58535 
 4.539503E-03               	              -34772.15     	               169.7817     	               2.041003E-02               	               5.920712E-04               	               15.6125 
 4.589503E-03               	              -34751.14     	               171.7012     	               2.044177E-02               	               5.920712E-04               	               15.63677 
 4.639503E-03               	              -34728.06     	               173.6207     	               2.047233E-02               	               5.920712E-04               	               15.66015 
 4.689503E-03               	              -34702.92     	               175.5402     	               0.0205017    	               5.920712E-04               	               15.68262 
 4.739503E-03               	              -34675.67     	               177.4597     	               2.054277E-02               	               5.920712E-04               	               15.71403 
 4.789503E-03               	              -34646.38     	               178.6357     	               0.0205646    	               5.920712E-04               	               15.73073 
 4.839503E-03               	              -34614.87     	               180.1834     	               2.060456E-02               	               5.920712E-04               	               15.7613 
 4.889503E-03               	              -34581.27     	               182.1029     	               2.063815E-02               	               5.920712E-04               	               15.78699 
 4.939503E-03               	              -34545.69     	               184.0224     	               2.066537E-02               	               5.920712E-04               	               15.80781 
 4.989503E-03               	              -34508.01     	               185.942      	               2.070555E-02               	               5.920712E-04               	               15.83855 
 5.039503E-03               	              -34468.24     	               187.8615     	               2.073804E-02               	               5.920712E-04               	               15.8634 
 5.089503E-03               	              -34426.44     	               189.4092     	               2.078607E-02               	               5.920712E-04               	               15.90014 
 5.139503E-03               	              -34382.54     	               191.3287     	               2.082125E-02               	               5.920712E-04               	               15.92705 
 5.189503E-03               	              -34336.6      	               192.5047     	               2.086033E-02               	               5.85636E-04  	               15.78351 
 5.239503E-03               	              -34288.66     	               193.6807     	               2.088785E-02               	               5.920712E-04               	               15.978 
 5.289503E-03               	              -34238.64     	               195.2284     	               2.092829E-02               	               5.920712E-04               	               16.00893 
 5.339503E-03               	              -34186.59     	               196.4044     	               0.0209739    	               5.85636E-04  	               15.86944 
 5.389503E-03               	              -34132.52     	               197.9521     	               2.100148E-02               	               5.920712E-04               	               16.06492 
 5.439503E-03               	              -34076.39     	               199.8717     	               0.0210368    	               5.920712E-04               	               16.09194 
 5.489503E-03               	              -34018.28     	               201.7912     	               2.108503E-02               	               5.85636E-04  	               15.95352 
 5.539503E-03               	              -33958.2      	               203.7107     	               2.111132E-02               	               5.85636E-04  	               15.97342 
 5.589503E-03               	              -33896.04     	               205.6302     	               2.115436E-02               	               5.920712E-04               	               16.18187 
 5.639503E-03               	              -33831.73     	               206.8062     	               2.119354E-02               	               5.920712E-04               	               16.21183 
 5.689503E-03               	              -33765.42     	               207.9821     	               2.123269E-02               	               5.85636E-04  	               16.06525 
 5.739503E-03               	              -33697.16     	               209.1581     	               2.128341E-02               	               5.85636E-04  	               16.10362 
 5.789503E-03               	              -33626.84     	               210.3341     	               2.131347E-02               	               5.85636E-04  	               16.12637 
 5.839503E-03               	              -33554.4      	               211.5101     	               0.0213551    	               5.85636E-04  	               16.15787 
 5.889503E-03               	              -33479.86     	               212.6861     	               2.140184E-02               	               5.85636E-04  	               16.19324 
 5.939503E-03               	              -33403.2      	               213.862      	               2.143565E-02               	               5.792009E-04               	               16.0406 
 5.989503E-03               	              -33324.44     	               215.038      	               2.147843E-02               	               5.792009E-04               	               16.07261 
 6.039503E-03               	              -33243.52     	               216.214      	               2.151212E-02               	               5.85636E-04  	               16.27667 
 6.089503E-03               	              -33160.45     	               217.7617     	               2.155865E-02               	               5.85636E-04  	               16.31188 
 6.139503E-03               	              -33075.19     	               218.9377     	               2.159995E-02               	               5.920712E-04               	               16.52272 
 6.189503E-03               	              -32987.87     	               220.4855     	               2.164374E-02               	               5.85636E-04  	               16.37627 
 6.239503E-03               	              -32898.64     	               221.6615     	               0.0216823    	               5.792009E-04               	               16.22517 
 6.289503E-03               	              -32807.38     	               223.2092     	               2.172977E-02               	               5.85636E-04  	               16.44136 
 6.339503E-03               	              -32714.08     	               224.7569     	               2.177071E-02               	               5.85636E-04  	               16.47233 
 6.389503E-03               	              -32618.59     	               226.3047     	               2.181027E-02               	               5.792009E-04               	               16.32093 
 6.439503E-03               	              -32520.99     	               227.8524     	               2.186131E-02               	               5.85636E-04  	               16.54089 
 6.489503E-03               	              -32421.34     	               229.7719     	               2.188905E-02               	               5.792009E-04               	               16.37988 
 6.539503E-03               	              -32319.6      	               231.3197     	               2.192439E-02               	               5.792009E-04               	               16.40633 
 6.589503E-03               	              -32215.72     	               232.8674     	               2.197766E-02               	               5.85636E-04  	               16.62892 
 6.639503E-03               	              -32109.59     	               234.7869     	               2.202178E-02               	               5.85636E-04  	               16.6623 
 6.689503E-03               	              -32001.23     	               236.3347     	               2.206835E-02               	               5.792009E-04               	               16.51406 
 6.739503E-03               	              -31890.52     	               237.5107     	               0.0221032    	               5.792009E-04               	               16.54014 
 6.789503E-03               	              -31777.54     	               238.6866     	               2.214435E-02               	               5.85636E-04  	               16.75504 
 6.839503E-03               	              -31662.26     	               240.2344     	               2.218536E-02               	               5.85636E-04  	               16.78607 
 6.889503E-03               	              -31544.51     	               241.4104     	               0.0222288    	               5.792009E-04               	               16.63412 
 6.939503E-03               	              -31424.52     	               242.5863     	               2.226564E-02               	               5.85636E-04  	               16.84681 
 6.989503E-03               	              -31302.17     	               243.7623     	               0.0223049    	               5.792009E-04               	               16.69107 
 7.039503E-03               	              -31177.27     	               245.3101     	               2.235303E-02               	               5.792009E-04               	               16.72709 
 7.089503E-03               	              -31049.89     	               246.8578     	               2.239328E-02               	               5.792009E-04               	               16.75721 
 7.139503E-03               	              -30920.18     	               248.0338     	               0.0224256    	               5.792009E-04               	               16.78139 
 7.189503E-03               	              -30788.08     	               249.2098     	               2.247838E-02               	               5.792009E-04               	               16.82089 
 7.239503E-03               	              -30653.43     	               250.3858     	               2.250906E-02               	               5.792009E-04               	               16.84385 
 7.289503E-03               	              -30516.08     	               251.5617     	               2.254731E-02               	               5.792009E-04               	               16.87247 
 7.339503E-03               	              -30376.25     	               253.1095     	               2.260083E-02               	               5.727657E-04               	               16.72461 
 7.389503E-03               	              -30233.95     	               254.2855     	               2.264256E-02               	               5.727657E-04               	               16.7555 
 7.439503E-03               	              -30088.85     	               255.4614     	               2.268023E-02               	               5.727657E-04               	               16.78337 
 7.489503E-03               	              -29940.93     	               257.381      	               2.271386E-02               	               5.792009E-04               	               16.9971 
 7.539503E-03               	              -29790.22     	               258.5569     	               2.275759E-02               	               5.727657E-04               	               16.84062 
 7.589503E-03               	              -29636.63     	               259.7329     	               2.280628E-02               	               5.792009E-04               	               17.06627 
 7.639503E-03               	              -29480.23     	               260.9089     	               2.284833E-02               	               5.792009E-04               	               17.09773 
 7.689503E-03               	              -29320.95     	               262.0849     	               2.288629E-02               	               5.792009E-04               	               17.12613 
 7.739503E-03               	              -29158.73     	               263.2609     	               2.292405E-02               	               5.792009E-04               	               17.15439 
 7.789503E-03               	              -28993.69     	               264.4368     	               0.0229603    	               5.727657E-04               	               16.99062 
 7.839503E-03               	              -28825.83     	               265.6128     	               2.300018E-02               	               5.727657E-04               	               17.02014 
 7.889503E-03               	              -28655.23     	               267.1606     	               2.304242E-02               	               5.727657E-04               	               17.05139 
 7.939503E-03               	              -28481.96     	               268.3365     	               0.0230741    	               5.727657E-04               	               17.07483 
 7.989503E-03               	              -28306.02     	               269.5125     	               2.311454E-02               	               5.727657E-04               	               17.10476 
 8.039502E-03               	              -28127.48     	               270.6885     	               2.315473E-02               	               5.663306E-04               	               16.94199 
 8.089502E-03               	              -27946.39     	               271.8645     	               2.319208E-02               	               5.663306E-04               	               16.96932 
 8.139503E-03               	              -27762.68     	               273.0405     	               2.324333E-02               	               5.663306E-04               	               17.00682 
 8.189503E-03               	              -27576.42     	               274.2164     	               2.327884E-02               	               5.727657E-04               	               17.22635 
 8.239503E-03               	              -27387.65     	               275.3924     	               2.330763E-02               	               5.663306E-04               	               17.05387 
 8.289503E-03               	              -27196.35     	               276.5684     	               2.334128E-02               	               5.663306E-04               	               17.07849 
 8.339503E-03               	              -27002.65     	               277.7444     	               2.339526E-02               	               5.663306E-04               	               17.11798 
 8.389503E-03               	              -26806.51     	               278.9203     	               2.342959E-02               	               5.663306E-04               	               17.14311 
 8.439503E-03               	              -26607.64     	               280.0963     	               2.346236E-02               	               5.727657E-04               	               17.36214 
 8.489503E-03               	              -26406.3      	               281.2723     	               2.348837E-02               	               5.663306E-04               	               17.18611 
 8.539503E-03               	              -26202.65     	               282.4483     	               2.353209E-02               	               5.727657E-04               	               17.41375 
 8.589502E-03               	              -25996.64     	               283.6243     	               2.356777E-02               	               5.727657E-04               	               17.44015 
 8.639502E-03               	              -25788.33     	               284.8002     	               2.359795E-02               	               5.663306E-04               	               17.26629 
 8.689503E-03               	              -25577.66     	               285.9762     	               2.363811E-02               	               5.663306E-04               	               17.29567 
 8.739503E-03               	              -25364.36     	               287.1522     	               2.367536E-02               	               5.727657E-04               	               17.51977 
 8.789503E-03               	              -25148.38     	               288.3282     	               2.370584E-02               	               5.663306E-04               	               17.34523 
 8.839503E-03               	              -24930.02     	               289.5042     	               2.374242E-02               	               5.663306E-04               	               17.372 
 8.889503E-03               	              -24709.4      	               290.6801     	               2.378122E-02               	               5.663306E-04               	               17.40038 
 8.939503E-03               	              -24486.7      	               291.4844     	               2.380804E-02               	               5.663306E-04               	               17.42001 
 8.989503E-03               	              -24261.87     	               292.6603     	               2.384996E-02               	               5.663306E-04               	               17.45068 
 9.039503E-03               	              -24034.69     	               293.4645     	               0.0238812    	               5.663306E-04               	               17.47354 
 9.089503E-03               	              -23805.09     	               294.6405     	               2.392882E-02               	               5.663306E-04               	               17.50838 
 9.139502E-03               	              -23573.3      	               295.8165     	               2.396317E-02               	               5.663306E-04               	               17.53352 
 9.189502E-03               	              -23339.44     	               296.9925     	               2.399327E-02               	               5.663306E-04               	               17.55554 
 9.239503E-03               	              -23103.63     	               298.1685     	               2.402553E-02               	               5.663306E-04               	               17.57914 
 9.289503E-03               	              -22865.59     	               299.3445     	               2.405741E-02               	               5.663306E-04               	               17.60247 
 9.339503E-03               	              -22625.16     	               300.1487     	               2.410048E-02               	               5.663306E-04               	               17.63398 
 9.389503E-03               	              -22382.74     	               300.5811     	               2.412638E-02               	               5.663306E-04               	               17.65294 
 9.439503E-03               	              -22138.35     	               301.0136     	               2.416218E-02               	               5.727657E-04               	               17.88001 
 9.489503E-03               	              -21892.14     	               301.446      	               2.419883E-02               	               5.727657E-04               	               17.90714 
 9.539503E-03               	              -21644.02     	               301.8785     	               2.423118E-02               	               5.727657E-04               	               17.93107 
 9.589503E-03               	              -21393.63     	               302.3109     	               2.426955E-02               	               5.727657E-04               	               17.95947 
 9.639503E-03               	              -21141.28     	               302.7434     	               2.429718E-02               	               5.727657E-04               	               17.97991 
 9.689502E-03               	              -20887.19     	               303.1758     	               2.432951E-02               	               5.727657E-04               	               18.00384 
 9.739502E-03               	              -20631.34     	               303.6083     	               2.435751E-02               	               5.727657E-04               	               18.02456 
 9.789503E-03               	              -20373.81     	               304.0407     	               2.440052E-02               	               5.727657E-04               	               18.05638 
 9.839503E-03               	              -20114.23     	               304.4732     	               2.443535E-02               	               5.727657E-04               	               18.08216 
 9.889503E-03               	              -19852.73     	               304.9056     	               2.447099E-02               	               5.727657E-04               	               18.10853 
